Name,Prices,Network_Technology,Network_2gbands,Network_3gbands,Network_4gbands,Network_Speed,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Resolution,Platform_OS,Platform_Chipset,Platform_Cpu,Platform_Gpu,Memory_Cardslot,Memory_Internalmemory,MainCamera_Cameraspecs,MainCamera_Features,MainCamera_Video,SelfieCamera_Cameraspecs,SelfieCamera_Features,Sound_Feature,Sound_3.5mmjack,COMMS_WLAN,COMMS_Bluetooth,COMMS_NFC,COMMS_Radio,COMMS_USB,Battery_Type,Battery_Charging,Colors,Price
Oppo Reno5 5G,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - International","HSPA, LTE (CA), 5G",159.1 x 73.4 x 7.9 mm (6.26 x 2.89 x 0.31 in),172 g or 180 g (6.07 oz),,Nano-SIM + Nano-SIM,"6.43 inches, 99.8 cm","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Android 11, upgradable to Android 12, ColorOS 12",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,"128GB 8GB RAM, 256GB 12GB RAM","64 MP, f/1.7, 26mm (wide), PDAF,
8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps; gyro-EIS, HDR","32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm","1080p@30fps, gyro-EIS",Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD",Yes (market/region dependent),No,"USB Type-C 2.0, OTG",Li-Po 4300 mAh,"65W wired, 100% in 35 min","Galactic Silver, Azure Blue, Starry Black",About 160 EUR
Oppo Reno5 Pro 5G,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - International","HSPA, LTE (CA), 5G",159.7 x 73.2 x 7.6 mm (6.29 x 2.88 x 0.30 in),173 g (6.10 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.55 inches, 103.6 cm","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Android 11, upgradable to Android 12, ColorOS 12",Mediatek Dimensity 1000+ (7 nm),Octa-core (4x2.6 GHz Cortex-A77 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,No,"128GB 8GB RAM, 256GB 12GB RAM","64 MP, f/1.7, 26mm (wide), PDAF,
8 MP, f/2.2, 115˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps; gyro-EIS, HDR","32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8µm","1080p@30fps, gyro-EIS",Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD",Yes (market/region dependent),Unspecified,"USB Type-C 2.0, OTG",Li-Po 4350 mAh,65W wired,"Astral Blue, Starry Black, Starry Dream, Star Wish Red",About 410 EUR
Oppo F11 Pro,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - V1","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat7 300/50 Mbps",161.3 x 76.1 x 8.8 mm (6.35 x 3.00 x 0.35 in),190 g (6.70 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.53 inches, 103.6 cm","1080 x 2340 pixels, 19.5:9 ratio (~397 ppi density)","Android 9.0 (Pie), ColorOS 6",Mediatek MT6771 Helio P70 (12 nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM","48 MP, f/1.8, (wide), 1/2.25"", 0.8µm, PDAF,
5 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",No,FM radio,"microUSB 2.0, OTG","Li-Po 4000 mAh, non-removable",20W wired,"Thunder Black, Aurora Green",About 320 EUR
Oppo F11,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - V1","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat7 300/50 Mbps",162 x 76.1 x 8.3 mm (6.38 x 3.00 x 0.33 in),188 g (6.63 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.53 inches, 105.2 cm","1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density)","Android 9.0 (Pie), ColorOS 6",Mediatek MT6771 Helio P70 (12 nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF,
5 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",No,FM radio,"microUSB 2.0, OTG","Li-Po 4020 mAh, non-removable",20W wired,"Flourite Purple, Marble Green, Jewelry White",About 250 EUR
Oppo A5s (AX5s),,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",155.9 x 75.4 x 8.2 mm (6.14 x 2.97 x 0.32 in),170 g (6.00 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.2 inches, 95.9 cm","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Android 8.1 (Oreo), ColorOS 5.2",Mediatek MT6765 Helio P35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM","13 MP, f/2.2, AF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",No,FM radio,"microUSB 2.0, OTG","Li-Ion 4230 mAh, non-removable",,"Red, Black, Gold, Green",
Oppo A7n,,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",155.9 x 75.4 x 8.2 mm (6.14 x 2.97 x 0.32 in),170 g (6.00 oz),,Nano-SIM + Nano-SIM,"6.2 inches, 95.9 cm","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Android 8.1 (Oreo), ColorOS 5.2",Mediatek MT6765 Helio P35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),64GB 4GB RAM,"13 MP, f/2.2, AF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",Yes,FM radio,"microUSB 2.0, OTG","Li-Ion 4230 mAh, non-removable",,Green,About 200 EUR
Oppo A1k,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA, LTE",154.5 x 73.8 x 8.4 mm (6.08 x 2.91 x 0.33 in),170 g (6.00 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.1 inches, 91.3 cm","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Android 9.0 (Pie), ColorOS 6",Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM","8 MP, f/2.2, 1/3.2"", 1.4µm, AF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.0, 1/5.0"", 1.12µm",720p,Yes,Yes,WLANWi-Fi 802.11 b/g/n,"4.2, A2DP, LE",No,FM radio,"microUSB 2.0, OTG","Li-Po 4000 mAh, non-removable",,"Black, Red",About 100 EUR
Oppo Reno,,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 , LTE - Global,"HSPA, LTE",156.6 x 74.3 x 9 mm (6.17 x 2.93 x 0.35 in),185 g (6.53 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.4 inches, 101.0 cm","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)","Android 9.0 (Pie), upgradable to Android 10, ColorOS 7.0",Qualcomm SDM710 Snapdragon 710 (10 nm),Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),Adreno 616,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM, 256GB 8GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
5 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, EDR, LE, aptX HD",Yes,No,"USB Type-C, OTG","Li-Po 3765 mAh, non-removable",20W wired,"Ocean Green, Jet Black, Nebula Purple, Pink Mist, Coral Orange, Inspiration Edition",About 470 EUR
Oppo Reno 10x zoom,,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/150 Mbps",162 x 77.2 x 9.3 mm (6.38 x 3.04 x 0.37 in),210 g (7.41 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.6 inches, 108.6 cm","1080 x 2340 pixels, 19.5:9 ratio (~387 ppi density)","Android 9.0 (Pie), upgradable to Android 11, ColorOS 11",Qualcomm SM8150 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 256GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS,
13 MP, f/3.0, 130mm (periscope telephoto), PDAF OIS, 5x optical zoom, 10x hybrid zoom,
8 MP, f/2.2, 16mm (ultrawide)","Laser AF, Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, gyro-EIS; video rec. only with main camera","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,"Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, EDR, LE, aptX HD",Yes,No,"USB Type-C, OTG","Li-Po 4065 mAh, non-removable",20W wired,"Ocean Green, Jet Black, Mist Pink, Ocean Blue",About 1020 EUR
Oppo Reno 5G,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 66 - Global","HSPA 42.2/5.76 Mbps, LTE (5CA) Cat18 1200/150 Mbps, 5G (2+ Gbps DL)",162 x 77.2 x 9.3 mm (6.38 x 3.04 x 0.37 in),215 g (7.58 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM,"6.6 inches, 108.6 cm","1080 x 2340 pixels, 19.5:9 ratio (~387 ppi density)","Android 9.0 (Pie), ColorOS 6",Qualcomm SM8150 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640,microSDXC (uses shared SIM slot),256GB 8GB RAM,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS,
13 MP, f/3.0, 130mm (periscope telephoto), 5x optical zoom, PDAF, OIS,
8 MP, f/2.2, 16mm (ultrawide)","Laser AF, Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, gyro-EIS; video rec. only with main camera","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,"Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, EDR, LE, aptX HD",Yes,No,"USB Type-C, OTG","Li-Po 4065 mAh, non-removable",20W wired,"Ocean Green, Jet Black",About 880 EUR
Oppo A9,,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1800 / 2100 ,"1, 3, 4, 5, 8, 34, 38, 39, 40, 41","HSPA 42.2/11.5 Mbps, LTE Cat4 150/75 Mbps",162 x 76.1 x 8.3 mm (6.38 x 3.00 x 0.33 in),190 g (6.70 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.53 inches, 104.7 cm","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Android 9.0 (Pie), ColorOS 6",Mediatek MT6771V Helio P70 (12 nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,microSDXC (uses shared SIM slot),"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","16 MP, f/1.8, (wide), 1/2.8"", 1.12µm, AF,
2 MP, f/2.4, (depth)","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",Yes,FM radio,"microUSB 2.0, OTG","Li-Po 4020 mAh, non-removable",10W wired,"Mica Green, Ice Jade White, Fluorite Purple",About 270 EUR
Oppo A9x,,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1800 / 2100 ,"1, 3, 4, 5, 8, 34, 38, 39, 40, 41","HSPA, LTE",162 x 76.1 x 8.3 mm (6.38 x 3.00 x 0.33 in),190 g (6.70 oz),,Nano-SIM + Nano-SIM,"6.53 inches, 104.7 cm","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Android 9.0 (Pie), ColorOS 6",Mediatek MT6771V Helio P70 (12 nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,microSDXC (uses shared SIM slot),128GB 6GB RAM,"48 MP, f/1.7, (wide), 1/2.0"", 0.8µm, PDAF,
2 MP, f/2.4, (depth)","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",Yes,FM radio,"microUSB 2.0, OTG","Li-Po 4020 mAh, non-removable",20W wired,"Meteorite Black, Ice Jade White",About 260 EUR
Oppo K3,,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 5, 8, 38, 39, 40, 41","HSPA, LTE",161.2 x 76 x 9.4 mm (6.35 x 2.99 x 0.37 in),191 g (6.74 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.5 inches, 104.8 cm","1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density)","Android 9.0 (Pie), ColorOS 6",Qualcomm SDM710 Snapdragon 710 (10 nm),Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),Adreno 616,No,"64GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","16 MP, f/1.7, 1/2.5"", 1.12µm, PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","4K@30fps, 1080p@30/120fps, gyro-EIS","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 а/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX HD",No,FM radio,"USB Type-C 2.0, OTG","Li-Po 3765 mAh, non-removable",20W wired,"Black, Nebula Purple, Morning White",About 210 EUR
Oppo Reno Z,,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41","HSPA, LTE",157.3 x 74.9 x 9.1 mm (6.19 x 2.95 x 0.36 in),186 g (6.56 oz),"Glass front (Gorilla Glass 5), glass back, plastic frame",Nano-SIM + Nano-SIM,"6.4 inches, 101.0 cm","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)","Android 9.0 (Pie), planned upgrade to Android 10, ColorOS 7.0",Mediatek MT6779 Helio P90 (12 nm),Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55),PowerVR GM9446,No,"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
5 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps (gyro-EIS)","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, EDR, LE, aptX HD",Yes,FM radio,"USB Type-C, OTG","Li-Po 4035 mAh, non-removable",20W wired,"Jet Black, Aurora Purple - Europe",About 330 EUR
Oppo Reno2 Z,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",162.4 x 75.8 x 8.7 mm (6.39 x 2.98 x 0.34 in),195 g (6.88 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.53 inches, 104.7 cm","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Android 9.0 (Pie), upgradable to Android 11, ColorOS 11",Mediatek MT6779 Helio P90 (12 nm),Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55),PowerVR GM9446,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm,
2 MP B/W, f/2.4, 1/5.0"", 1.75µm,
2 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30fps (gyro-EIS)","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,FM radio,USB Type-C,"Li-Po 4000 mAh, non-removable",20W wired,"Sky White, Luminous Black",About 330 EUR
Oppo Reno2 F,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",162.4 x 75.8 x 8.7 mm (6.39 x 2.98 x 0.34 in),195 g (6.88 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.5 inches, 104.8 cm","1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density)","Android 9.0 (Pie), upgradable to Android 11, ColorOS 11",Mediatek MT6771V Helio P70 (12 nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),Mali-G72 MP3,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 6GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.3"", 0.8µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm,
2 MP B/W, f/2.4, 1/5.0"", 1.75µm,
2 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","1080p@30fps, gyro-EIS; video rec. only with main camera","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",No,FM radio,"USB Type-C, OTG","Li-Po 4000 mAh, non-removable",20W wired,"Sky White, Lake Green",About 340 EUR
Oppo Reno2,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41","HSPA, LTE",160 x 74.3 x 9.5 mm (6.30 x 2.93 x 0.37 in),189 g (6.67 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.5 inches, 104.1 cm","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Android 9.0 (Pie), planned upgrade to Android 10, ColorOS 7.0",Qualcomm SDM730 Snapdragon 730G (8 nm),Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),Adreno 618,microSDXC (uses shared SIM slot),"128GB 8GB RAM, 256GB 8GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS,
13 MP, f/2.4, 53mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom,
8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm,
2 MP B/W, f/2.4, 1/5.0"", 1.75µm","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps (gyro-EIS); video rec. only with main camera","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes,FM radio,"USB Type-C 3.1, OTG","Li-Po 4000 mAh, non-removable",20W wired,"Luminous Black, Ocean Blue, Sunset Pink",About 500 EUR
Oppo A9 (2020),,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 38, 40, 41","HSPA, LTE",163.6 x 75.6 x 9.1 mm (6.44 x 2.98 x 0.36 in),195 g (6.88 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 9.0 (Pie), upgradable to Android 10, ColorOS 7.1",Qualcomm SDM665 Snapdragon 665 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC (dedicated slot),"128GB 4GB RAM, 128GB 8GB RAM","48 MP, f/1.8, (wide), 1/2.25"", 0.8µm, PDAF,
8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm, AF,
2 MP, f/2.4, 1/5.0"", 1.75µm,
2 MP, f/2.4, (depth)","Dual-LED dual-tone flash, panorama, HDR","4K@30fps, 1080p@30fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes (market/region dependent),FM radio,"USB Type-C 2.0, OTG","Li-Po 5000 mAh, non-removable",10W wired,"Marine Green, Space Purple, Vanilla Mint",About 150 EUR
Oppo Joy 3,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,,HSPA,132.8 x 66.6 x 9 mm (5.23 x 2.62 x 0.35 in),135 g (4.76 oz),,"Dual SIM (Micro-SIM, dual stand-by)","4.5 inches, 55.8 cm","480 x 854 pixels, 16:9 ratio (~218 ppi density)","Android 4.4 (KitKat), ColorOS 2",Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, AF","LED flash, HDR, panorama",720p,2 MP,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR",No,FM radio,"microUSB 2.0, OTG","Li-Po 2000 mAh, removable",,"White, Gray",About 130 EUR
