Name,Prices,Network_Technology,Network_2gbands,Network_3gbands,Network_4gbands,Network_Speed,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Resolution,Platform_OS,Platform_Chipset,Platform_Cpu,Platform_Gpu,Memory_Cardslot,Memory_Internalmemory,MainCamera_Cameraspecs,MainCamera_Features,MainCamera_Video,SelfieCamera_Cameraspecs,SelfieCamera_Features,Sound_Feature,Sound_3.5mmjack,COMMS_WLAN,COMMS_Bluetooth,COMMS_NFC,COMMS_Radio,COMMS_USB,Battery_Type,Battery_Charging,Colors
Samsung Galaxy Tab A 9.7,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20","HSPA, LTE Cat4 150/50 Mbps - cellular model only",242.5 x 166.8 x 7.5 mm (9.55 x 6.57 x 0.30 in),"450 g (Wi-Fi), 453 g (LTE) (0.99 lb)",,Micro-SIM - cellular model only,"9.7 inches, 291.4 cm","768 x 1024 pixels, 4:3 ratio (~132 ppi density)","Android 5.0 (Lollipop), upgradable to 6.0.1 (Marshmallow)",,Quad-core 1.2 GHz,,microSDXC (dedicated slot),"16GB 1.5GB RAM (Wi-Fi), 16GB 2GB RAM (LTE), 32GB 2GB RAM (LTE)","5 MP, AF",,720p@30fps,2 MP,,"Yes, dual speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP",No,No,microUSB 2.0,"Li-Ion 6000 mAh, non-removable",,"Smoky Titanium, Smoky Blue, White"
Samsung Galaxy Tab A 9.7 & S Pen,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 40","HSPA, LTE Cat4 150/50 Mbps",242.5 x 166.8 x 7.5 mm (9.55 x 6.57 x 0.30 in),490 g (1.08 lb),,Micro-SIM,"9.7 inches, 291.4 cm","768 x 1024 pixels, 4:3 ratio (~132 ppi density)",Android 5.0 (Lollipop),,Quad-core 1.2 GHz,,microSDXC (dedicated slot),16GB 2GB RAM,"5 MP, AF",,720p,2 MP,,"Yes, dual speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP",No,No,microUSB 2.0,"Li-Ion 6000 mAh, non-removable",,"Black, White, Gray"
Samsung Galaxy Tab 3 V,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,193.4 x 116.4 x 9.7 mm (7.61 x 4.58 x 0.38 in),322 g (11.36 oz),,Micro-SIM,"7.0 inches, 137.9 cm","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 4.4 (KitKat),,Quad-core 1.3 GHz,,microSDHC (dedicated slot),8GB 1GB RAM,2 MP,,480p@24fps,2 MP,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP",No,No,microUSB 2.0,"Li-Ion 3600 mAh, non-removable",,"White, Black"
Samsung Galaxy S6 active,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 29, 40","HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps",146.8 x 73.4 x 8.6 mm (5.78 x 2.89 x 0.34 in),170 g (6.00 oz),,Nano-SIM,"5.1 inches, 71.7 cm","1440 x 2560 pixels, 16:9 ratio (~576 ppi density)","Android 5.0.2 (Lollipop), upgradable to 6.0.1 (Marshmallow), TouchWiz UI",Exynos 7420 Octa (14 nm),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),Mali-T760MP8,No,"32GB 3GB RAM, 64GB 3GB RAM","16 MP, f/1.9, 28mm (wide), 1/2.6"", 1.12µm, AF","LED flash, auto-HDR, panorama","4K@30fps, 1080p@30/60fps, 720p@120fps, HDR, stereo sound rec., OIS, gyro-EIS","5 MP, f/1.9, 22mm (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE, aptX",Yes,No,microUSB 2.0,"Li-Ion 3500 mAh, non-removable",15W wired,"White, Gray"
Samsung Xcover 550,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA 7.2/5.76 Mbps,129 x 56.2 x 14 mm (5.08 x 2.21 x 0.55 in),124 g (4.37 oz),,Mini-SIM,"2.4 inches, 17.8 cm","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Spreadtrum SC7703,Dual-core 460 MHz,,microSDHC (dedicated slot),256MB 128MB RAM,3.15 MP,LED flash,Yes,No,,Yes,Yes,WLANNo,"3.0, A2DP",No,"FM radio, RDS",microUSB 2.0,"Li-Ion 1500/1300 mAh, removable",,"Steel Grey, Dark Silver"
Samsung Metro 360,,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,117.3 x 49.5 x 11.4 mm (4.62 x 1.95 x 0.45 in),83 g (2.93 oz),,"Dual SIM (Mini-SIM, dual stand-by)","2.4 inches, 17.8 cm","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,312 MHz,,microSDHC (dedicated slot),64MB RAM,3.15 MP,,240p@15fps,No,,Yes,Yes,WLANNo,"3.0, A2DP",No,FM radio,microUSB 2.0,"Li-Ion 1000 mAh, removable",,"Black, White, Brown"
Samsung Guru Plus ,,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,108 x 45 x 13.2 mm (4.25 x 1.77 x 0.52 in),66 g (2.33 oz),,"Dual SIM, (Mini-SIM)","1.5 inches, 7.3 cm","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,208 MHz,,No,4MB RAM,No,,,,,Yes,Yes,WLANNo,No,No,FM radio,microUSB (charging only),"Li-Ion 800 mAh, removable",,"Black, White, Dark Blue"
Samsung Galaxy Tab E 9.6,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA - cellular model only,241.9 x 149.5 x 8.5 mm (9.52 x 5.89 x 0.33 in),490 g (Wi-Fi)/ 495 g (3G) (1.08 lb),"Glass front, plastic back, plastic frame",Micro-SIM - cellular model only,"9.6 inches, 267.2 cm","800 x 1280 pixels, 16:10 ratio (~157 ppi density)",Android 4.4 (KitKat) - EU model,,Quad-core 1.3 GHz,,microSDXC (dedicated slot),"8GB 1.5GB RAM, 16GB 1.5GB RAM","5 MP, f/2.2, AF",,720p@30fps,"2 MP, f/2.4",,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP; 4.1, A2DP - USA model",No,No,microUSB 2.0,"Li-Ion 5000 mAh, non-removable",,"Pearl White, Metallic Black"
Samsung Galaxy Tab 4 10.1 (2015),,No cellular connectivity, N/A,,,,243.4 x 176.4 x 7.9 mm (9.58 x 6.94 x 0.31 in),487 g (1.07 lb),,No,"10.1 inches, 295.8 cm","1280 x 800 pixels, 16:10 ratio (~149 ppi density)","Android 4.4.4 (KitKat), upgradable to 5.1.1 (Lollipop)",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),16GB 1.5GB RAM,3.15 MP,,720p@30fps,1.3 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP",No,No,microUSB 2.0,"Li-Po 6800 mAh, non-removable",,"White, Black"
Samsung Galaxy J5,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",142.1 x 71.8 x 7.9 mm (5.59 x 2.83 x 0.31 in),146 g (5.15 oz),"Glass front, plastic back, plastic frame","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","5.0 inches, 68.9 cm","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 5.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),"8GB 1.5GB RAM, 16GB 1.5GB RAM","13 MP, f/1.9, 28mm (wide), AF",LED flash,1080p@30fps,"5 MP, f/2.2, 23mm (wide)",,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP",Yes (market dependent),"FM radio, RDS, recording","microUSB 2.0, OTG","Li-Ion 2600 mAh, removable",,"White, Black, Gold"
Samsung Galaxy Young 2,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,109.8 x 59.9 x 11.8 mm (4.32 x 2.36 x 0.46 in),108 g (3.81 oz),,"Dual SIM (Micro-SIM, dual stand-by)","3.5 inches, 36.5 cm","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 4.4.2 (KitKat),,1.0 GHz Cortex-A7,,microSDHC (dedicated slot),4GB 512MB RAM,3.15 MP,,480p@24fps,No,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP",No,FM radio,microUSB 2.0,"Li-Ion 1300 mAh, removable",,"Iris Charcoal, White"
Samsung Galaxy Ace 4,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,121.4 x 62.9 x 10.8 mm (4.78 x 2.48 x 0.43 in),123.8 g (4.37 oz),"Glass front, plastic back, plastic frame",Micro-SIM,"4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4.2 (KitKat),,Dual-core 1.0 GHz,,microSDXC (dedicated slot),4GB 512MB RAM,"5 MP, AF","LED flash, panorama",720p@30fps,VGA,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP",No,FM radio,microUSB 2.0,"Li-Ion 1500 mAh, removable",,"Iris Charcoal, Classic White"
Samsung Galaxy Ace 4 LTE G313,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"3, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",121.4 x 62.9 x 11 mm (4.78 x 2.48 x 0.43 in),130.3 g (4.59 oz),,Micro-SIM,"4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4.2 (KitKat),,Dual-core 1.2 GHz,,microSDXC (dedicated slot),4GB 1GB RAM,"5 MP, AF","LED flash, panorama",720p@30fps,VGA,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP",Yes,FM radio,microUSB 2.0,"Li-Ion 1800 mAh, removable",,"Iris Charcoal, Classic White"
Samsung Galaxy S5 mini,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20 - G800F","HSPA 42.2(LTE)/21.1(3G)/5.76 Mbps, LTE Cat4 150/50 Mbps",131.1 x 64.8 x 9.1 mm (5.16 x 2.55 x 0.36 in),120 g (4.23 oz),,Micro-SIM,"4.5 inches, 55.8 cm","720 x 1280 pixels, 16:9 ratio (~326 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.1.1 (Lollipop), TouchWiz UI",Exynos 3470 Quad,Quad-core 1.4 GHz Cortex-A7,Mali-400MP4,microSDXC (dedicated slot),16GB 1.5GB RAM,"8 MP, f/2.4, 31mm (standard), AF","LED flash, HDR, panorama",1080p@30fps,2.1 MP,1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE, aptX",Yes (LTE model only),No,microUSB 2.0,"Li-Ion 2100 mAh, removable",,"Charcoal Black, Shimmery White, Electric Blue and Copper Gold"
Samsung Galaxy Star 2 Plus,,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,129.7 x 65.9 x 9.4 mm (5.11 x 2.59 x 0.37 in),129 g (4.55 oz),,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","4.3 inches, 52.6 cm","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Android 4.4.2 (KitKat),,1.2 GHz Cortex-A7,,microSDHC (dedicated slot),4GB 512MB RAM,3.15 MP,LED flash,320p,No,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP",No,FM radio,microUSB 2.0,"Li-Ion 1800 mAh, removable",,"Black, White"
Samsung Galaxy Ace NXT,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,121.4 x 62.9 x 10.7 mm (4.78 x 2.48 x 0.42 in),123 g (4.34 oz),,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4.2 (KitKat),,1.2 GHz Cortex-A7,,microSDHC (dedicated slot),4GB 512MB RAM,3.15 MP,LED flash,VGA@30fps,"VGA, SM-G313HZ only",,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP",No,FM radio,microUSB 2.0,"Li-Ion 1500 mAh, removable",,Black
Samsung Galaxy Tab 4 8.0 (2015),,No cellular connectivity, N/A,,,,210 x 124 x 8 mm (8.27 x 4.88 x 0.31 in),320 g (11.29 oz),,No,"8.0 inches, 185.6 cm","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",Android 4.4.4 (KitKat),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (dedicated slot),16GB 1.5GB RAM,3.15 MP,,720p@30fps,1.3 MP,,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct","4.0, A2DP",No,No,microUSB 2.0,"Li-Po 4450 mAh, non-removable",,"White, Black"
Samsung Metro 312,,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,112.7 x 46.4 x 13.1 mm (4.44 x 1.83 x 0.52 in),74 g (2.61 oz),,"Dual SIM, (Mini-SIM, dual stand-by)","2.0 inches, 12.6 cm",128 x 160 pixels (~102 ppi density),,,208 MHz,,microSDHC (dedicated slot),,0.3 MP,,QCIF@15ps,No,,Yes,Yes,WLANNo,"3.0, A2DP",No,Stereo FM radio,microUSB 2.0,"Li-Ion 1000 mAh, removable",,White
Samsung Guru Music 2,,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,112.7 x 46.4 x 13.1 mm (4.44 x 1.83 x 0.52 in),75 g (2.65 oz),,"Dual SIM, (Mini-SIM, dual stand-by)","2.0 inches, 12.6 cm",128 x 160 pixels (~102 ppi density),,,208 MHz,,microSDHC (dedicated slot),,No,,,,,Yes,Yes,WLANNo,No,No,"Stereo FM radio, RDS, recording",microUSB 2.0,"Li-Ion 800 mAh, removable",,White
Samsung Galaxy S Duos 3,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,121.4 x 62.9 x 10.8 mm (4.78 x 2.48 x 0.43 in),124 g (4.37 oz),,"Dual SIM (Micro-SIM, dual stand-by)","4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4.2 (KitKat),,Dual-core 1.2 GHz Cortex-A7,,microSDHC (dedicated slot),4GB 512MB RAM,"5 MP, AF",LED flash,720p@30fps,VGA,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP",No,FM radio,microUSB 2.0,"Li-Ion 1500 mAh, removable",,"Black, Gray"
Samsung Galaxy Avant,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700 / 1900 / 2100 ,"1, 2, 4, 5","HSPA, LTE",132.9 x 66 x 9.9 mm (5.23 x 2.60 x 0.39 in),136.9 g (4.80 oz),,Micro-SIM,"4.5 inches, 55.8 cm","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Android 4.4.2 (KitKat),Qualcomm MSM8226 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDXC (dedicated slot),16GB 1.5GB RAM,"5 MP, AF","LED flash, panorama",720p,VGA,,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP",Yes,No,microUSB 2.0,"Li-Ion 2100 mAh, removable",,Black
Samsung Galaxy S5 mini Duos,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,131.1 x 64.8 x 9.1 mm (5.16 x 2.55 x 0.36 in),118 g (4.16 oz),,"Dual SIM (Micro-SIM, dual stand-by)","4.5 inches, 55.8 cm","720 x 1280 pixels, 16:9 ratio (~326 ppi density)","Android 4.4.4 (KitKat), upgradable to 6.0.1 (Marshmallow), TouchWiz UI",,Quad-core 1.4 GHz,,microSDXC (dedicated slot),16GB 1.5GB RAM,"8 MP, AF","LED flash, HDR, panorama",1080p@30fps,2.1 MP,1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE, aptX",No,No,microUSB 2.0,"Li-Ion 2100 mAh, removable",,"Charcoal Black, Shimmery White"
Samsung Galaxy Alpha,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 5, 7, 8, 20 - G850F","HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps",132.4 x 65.5 x 6.7 mm (5.21 x 2.58 x 0.26 in),115 g (4.06 oz),"Glass front (Gorilla Glass 4), plastic back, aluminum frame",Nano-SIM,"4.7 inches, 60.9 cm","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 4.4.4 (KitKat), upgradable to 5.0.2 (Lollipop)",Exynos 5430 Octa (20 nm),Octa-core (4x1.8 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T628 MP6,No,32GB 2GB RAM,"12 MP, f/2.2, 31mm (standard), AF","LED flash, panorama, HDR","4K@30fps, 1080p@60fps, 720p@120fps",2.1 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE",Yes,No,microUSB 2.0,"Li-Ion 1860 mAh, removable",,"Charcoal Black, Sleek Silver, Dazzling White, Frosted Gold, Scuba Blue"
Samsung Galaxy Alpha (S801),,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 TD-SCDMA,"1, 3, 7, 38, 39, 40, 41 - G8508S","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",132.4 x 65.5 x 6.7 mm (5.21 x 2.58 x 0.26 in),115 g (4.06 oz),,Nano-SIM,"4.7 inches, 60.9 cm","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 4.4.4 (KitKat), upgradable to 5.0 (Lollipop)",Qualcomm MSM8974AC Snapdragon 801 (28 nm),Quad-core 2.5 GHz Krait 400,Adreno 330,No,32GB 2GB RAM,"12 MP, f/2.2, 31mm (standard), PDAF","LED flash, panorama, HDR","4K@30fps, 1080p@60fps, 720p@120fps",2.1 MP,,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE",Yes,No,microUSB 2.0,"Li-Ion 1860 mAh, removable",,"Charcoal Black, Sleek Silver, Dazzling White, Frosted Gold, Scuba Blue"
Samsung Galaxy S5 LTE-A G901F,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 5, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps",142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),145 g (5.11 oz),,Micro-SIM,"5.1 inches, 71.7 cm","1080 x 1920 pixels, 16:9 ratio (~432 ppi density)","Android 4.4.2 (KitKat), TouchWiz UI",Qualcomm APQ8084 Snapdragon 805 (28 nm),Quad-core 2.5 GHz Krait 450,Adreno 420,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM","16 MP, 1/2.6"", 1.12µm, PDAF","LED flash, panorama, HDR","4K@30fps, 1080p@30/60fps, 720p@120fps, HDR, stereo sound rec.",2 MP,1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE, aptX",Yes,No,"microUSB 3.0 (MHL 2.1 TV-out), OTG","Li-Ion 2800 mAh, removable",,"Charcoal Black, Shimmering White, Electric Blue, Copper Gold"
Samsung Galaxy Gear,,No cellular connectivity, N/A,,,,56.6 x 36.8 x 11.1 mm (2.23 x 1.45 x 0.44 in),73.8 g (2.61 oz),,No,1.63 inches,320 x 320 pixels (~278 ppi density),Tizen OS,Exynos,800 MHz,,No,4GB 512MB RAM,"1.9 MP, AF",,720p,No,,Yes,No,WLANNo,"4.0, LE",No,No,No,"Li-Ion 315 mAh, non-removable",,"Jet Black, Lime Green, Mocha Gray, Oatmeal Beige, Rose Gold, Wild Orange"
Samsung Galaxy Tab Pro 10.1 LTE,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",243.1 x 171.4 x 7.3 mm (9.57 x 6.75 x 0.29 in),477 g (1.05 lb),,Micro-SIM,"10.1 inches, 295.8 cm","2560 x 1600 pixels, 16:10 ratio (~299 ppi density)","Android 4.4 (KitKat), TouchWiz UI",Qualcomm Snapdragon 800 (28 nm),Quad-core 2.3 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM","8 MP, AF",LED flash,1080p@30fps,2 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP",No,No,"microUSB 2.0 (MHL TV-out), OTG","Li-Ion 8220 mAh, non-removable",,"White, Black"
Samsung Galaxy Tab Pro 12.2,,No cellular connectivity, N/A,,,,295.4 x 203.7 x 7.9 mm (11.63 x 8.02 x 0.31 in),730.2 g (1.61 lb),,No,"12.2 inches, 431.6 cm","2560 x 1600 pixels, 16:10 ratio (~247 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.1.1 (Lollipop), TouchWiz UI",Exynos 5420 Octa (28 nm),Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T628 MP6,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 3GB RAM","8 MP, AF",LED flash,1080p@30fps,2 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, LE",No,No,"microUSB 3.0, OTG","Li-Po 9500 mAh, non-removable",,"Black, White"
Samsung Galaxy Tab Pro 12.2 3G,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,,HSPA 42.2/5.76 Mbps,295.6 x 204 x 8 mm (11.64 x 8.03 x 0.31 in),732 g (1.61 lb),,Micro-SIM,"12.2 inches, 431.6 cm","2560 x 1600 pixels, 16:10 ratio (~247 ppi density)","Android 4.4 (KitKat), TouchWiz UI",Exynos 5420 Octa (28 nm),Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T628 MP6,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 3GB RAM","8 MP, AF",LED flash,1080p@30fps,2 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP",No,No,"microUSB 3.0, OTG","Li-Ion 9500 mAh, non-removable",,Black
Samsung Galaxy Tab Pro 12.2 LTE,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",295.6 x 204 x 8 mm (11.64 x 8.03 x 0.31 in),740 g (1.63 lb),,Micro-SIM,"12.2 inches, 431.6 cm","2560 x 1600 pixels, 16:10 ratio (~247 ppi density)","Android 4.4 (KitKat), TouchWiz UI",Qualcomm Snapdragon 800 (28 nm),Quad-core 2.3 GHz Krait 400,Adreno 330,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 3GB RAM","8 MP, AF",LED flash,1080p@30fps,2 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP",No,No,"microUSB 3.0, OTG","Li-Ion 9500 mAh, non-removable",,Black
Samsung Galaxy Note Pro 12.2,,No cellular connectivity, N/A,,,,295.6 x 203.9 x 8 mm (11.64 x 8.03 x 0.31 in),750 g (1.65 lb),,No,"12.2 inches, 431.6 cm","2560 x 1600 pixels, 16:10 ratio (~247 ppi density)","Android 4.4 (KitKat), TouchWiz UI",Exynos 5420 Octa (28 nm),Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T628 MP6,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 3GB RAM","8 MP, AF",LED flash,1080p@30fps,2 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP",No,No,"microUSB 3.0 (MHL TV-out), OTG","Li-Ion 9500 mAh, non-removable",,"Black, White"
Samsung Galaxy Note Pro 12.2 3G,,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,295.5 x 204 x 8 mm (11.63 x 8.03 x 0.31 in),753 g (1.66 lb),,Micro-SIM,"12.2 inches, 431.6 cm","2560 x 1600 pixels, 16:10 ratio (~247 ppi density)","Android 4.4 (KitKat), TouchWiz UI",Exynos 5420 Octa (28 nm),Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T628 MP6,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 3GB RAM","8 MP, AF",LED flash,1080p@30fps,2 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP",No,No,"microUSB 3.0 (MHL TV-out), OTG","Li-Ion 9500 mAh, non-removable",,"Black, White"
